Date,Actual_AQI,ARIMA_Predicted,Residual,Split
2022-05-31,107.5,138.57503883944153,-31.075038839441532,train
2022-06-01,143.5,134.69282529703182,8.807174702968183,train
2022-06-02,137.8,150.67843267782007,-12.878432677820058,train
2022-06-03,132.1,146.98472165044237,-14.884721650442373,train
2022-06-04,113.2,144.50686362163202,-31.30686362163202,train
2022-06-05,143.2,135.84135151702816,7.35864848297183,train
2022-06-06,124.9,149.40316208763514,-24.503162087635133,train
2022-06-07,111.7,140.04556342798617,-28.345563427986164,train
2022-06-08,104.7,134.2249481653697,-29.524948165369707,train
2022-06-09,123.9,130.71874157371647,-6.818741573716466,train
2022-06-10,123.7,138.77277902924249,-15.072779029242483,train
2022-06-11,94.5,137.54559665613752,-43.04559665613752,train
2022-06-12,146.1,123.78458428059774,22.315415719402253,train
2022-06-13,107.6,146.97453305226657,-39.37453305226657,train
2022-06-14,146.5,127.68166594913203,18.818334050867975,train
2022-06-15,131.7,145.69664868030128,-13.996648680301291,train
2022-06-16,140.1,137.4998968713498,2.600103128650204,train
2022-06-17,107.9,141.3587194846226,-33.458719484622605,train
2022-06-18,103.0,126.15126674844606,-23.151266748446062,train
2022-06-19,103.7,124.065497455383,-20.365497455382993,train
2022-06-20,160.5,123.52840045537639,36.971599544623615,train
2022-06-21,166.3,148.30953989127363,17.99046010872638,train
2022-06-22,235.0,149.23559523934915,85.76440476065085,train
2022-06-23,134.2,180.4353273667601,-46.23532736676012,train
2022-06-24,149.0,134.0028122286332,14.99718777136681,train
2022-06-25,163.7,143.5869478031253,20.11305219687469,train
2022-06-26,92.8,149.59183188900911,-56.79183188900912,train
2022-06-27,129.6,117.31765239590985,12.282347604090148,train
2022-06-28,134.9,135.25282346948353,-0.35282346948352483,train
2022-06-29,108.7,136.1102847482167,-27.41028474821671,train
2022-06-30,119.3,123.9432754514153,-4.643275451415306,train
2022-07-01,150.4,128.8917238375901,21.508276162409913,train
2022-07-02,245.3,142.13993574617925,103.16006425382076,train
2022-07-03,83.5,184.28059459227893,-100.78059459227893,train
2022-07-04,132.8,109.79424542195503,23.005754578044986,train
2022-07-05,115.4,136.19704081095182,-20.797040810951813,train
2022-07-06,83.8,126.3385789249073,-42.5385789249073,train
2022-07-07,106.8,112.2035588392256,-5.403558839225596,train
2022-07-08,91.6,122.54386315250818,-30.943863152508186,train
2022-07-09,87.2,114.27101606139274,-27.07101606139274,train
2022-07-10,70.2,111.87773045881798,-41.677730458817976,train
2022-07-11,102.7,103.27398525743757,-0.5739852574375703,train
2022-07-12,163.5,117.20669585806937,46.29330414193063,train
2022-07-13,153.2,142.96775552203704,10.23224447796295,train
2022-07-14,121.1,136.76008203109382,-15.660082031093822,train
2022-07-15,129.1,122.72156355069313,6.378436449306861,train
2022-07-16,116.6,126.87885004885162,-10.278850048851623,train
